ticker,company,date,open,high,low,close,volume,adjusted.close
AAPL,Apple Inc.,2018-01-02,42.5400009155273,43.0750007629395,42.3149986267090,43.0649986267090,102223600,40.7765197753906
AAPL,Apple Inc.,2018-01-03,43.1324996948242,43.6375007629395,42.9900016784667,43.0574989318848,118071600,40.7694282531738
AAPL,Apple Inc.,2018-01-04,43.1349983215332,43.3675003051758,43.0200004577637,43.2574996948242,89738400,40.9587974548340
AAPL,Apple Inc.,2018-01-05,43.3600006103516,43.8424987792969,43.2625007629395,43.7500000000000,94640000,41.4251213073730
AAPL,Apple Inc.,2018-01-08,43.5875015258789,43.9025001525879,43.4824981689453,43.5875015258789,82271200,41.2712593078613
AAPL,Apple Inc.,2018-01-09,43.6375007629395,43.7649993896484,43.3525009155273,43.5825004577637,86336000,41.2665252685547
AAPL,Apple Inc.,2018-01-10,43.2900009155273,43.5750007629395,43.2500000000000,43.5724983215332,95839600,41.2570648193359
AAPL,Apple Inc.,2018-01-11,43.6474990844727,43.8725013732910,43.6225013732910,43.8199996948242,74670800,41.4914054870605
AAPL,Apple Inc.,2018-01-12,44.0449981689453,44.3400001525879,43.9124984741211,44.2724990844727,101672400,41.9198608398438
AAPL,Apple Inc.,2018-01-16,44.4749984741211,44.8474998474121,44.0349998474121,44.0475006103516,118263600,41.7068176269531
AAPL,Apple Inc.,2018-01-17,44.0374984741211,44.8125000000000,43.7675018310547,44.7750015258789,137547200,42.3956489562988
AAPL,Apple Inc.,2018-01-18,44.8424987792969,45.0250015258789,44.5625000000000,44.8149986267090,124773600,42.4335289001465
AAPL,Apple Inc.,2018-01-19,44.6525001525879,44.8950004577637,44.3525009155273,44.6150016784667,129700400,42.2441635131836
AAPL,Apple Inc.,2018-01-22,44.3250007629395,44.4449996948242,44.1500015258789,44.2500000000000,108434400,41.8985633850098
AAPL,Apple Inc.,2018-01-23,44.3250007629395,44.8600006103516,44.2050018310547,44.2599983215332,130756400,41.9080238342285
AAPL,Apple Inc.,2018-01-24,44.3125000000000,44.3250007629395,43.2999992370605,43.5550003051758,204420400,41.2404785156250
AAPL,Apple Inc.,2018-01-25,43.6274986267090,43.7374992370605,42.6324996948242,42.7775001525879,166116000,40.5043106079102
AAPL,Apple Inc.,2018-01-26,43.0000000000000,43.0000000000000,42.5149993896484,42.8774986267090,156572000,40.5989837646484
AAPL,Apple Inc.,2018-01-29,42.5400009155273,42.5400009155273,41.7675018310547,41.9900016784667,202561600,39.7586517333984
AAPL,Apple Inc.,2018-01-30,41.3824996948242,41.8424987792969,41.1749992370605,41.7425003051758,184192800,39.5243110656738
AAPL,Apple Inc.,2018-01-31,41.7174987792969,42.1100006103516,41.6250000000000,41.8574981689453,129915600,39.6331863403320
AAPL,Apple Inc.,2018-02-01,41.7924995422363,42.1549987792969,41.6899986267090,41.9449996948242,188923200,39.7160453796387
AAPL,Apple Inc.,2018-02-02,41.5000000000000,41.7000007629395,40.0250015258789,40.1250000000000,346375200,37.9927558898926
AAPL,Apple Inc.,2018-02-05,39.7750015258789,40.9700012207031,39.0000000000000,39.1225013732910,290954000,37.0435371398926
AAPL,Apple Inc.,2018-02-06,38.7075004577637,40.9300003051758,38.5000000000000,40.7574996948242,272975200,38.5916557312012
