ticker,company,date,open,high,low,close,volume,adjusted.close
MSFT,Microsoft Corporation,2018-01-02,86.129997253418,86.309997558594,85.500000000000,85.949996948242,22483800,80.391845703125
MSFT,Microsoft Corporation,2018-01-03,86.059997558594,86.510002136231,85.970001220703,86.349998474121,26061400,80.765983581543
MSFT,Microsoft Corporation,2018-01-04,86.589996337891,87.660003662109,86.569999694824,87.110000610352,21912000,81.476844787598
MSFT,Microsoft Corporation,2018-01-05,87.660003662109,88.410003662109,87.430000305176,88.190002441406,23407100,82.486991882324
MSFT,Microsoft Corporation,2018-01-08,88.199996948242,88.580001831055,87.599998474121,88.279998779297,22113000,82.571151733398
MSFT,Microsoft Corporation,2018-01-09,88.650001525879,88.730003356934,87.860000610352,88.220001220703,19484300,82.515060424805
MSFT,Microsoft Corporation,2018-01-10,87.860000610352,88.190002441406,87.410003662109,87.819999694824,18652200,82.140914916992
MSFT,Microsoft Corporation,2018-01-11,88.129997253418,88.129997253418,87.239997863770,88.080001831055,17808900,82.384101867676
MSFT,Microsoft Corporation,2018-01-12,88.669998168945,89.779998779297,88.449996948242,89.599998474121,24271500,83.805801391602
MSFT,Microsoft Corporation,2018-01-16,90.099998474121,90.790000915527,88.010002136231,88.349998474121,36599700,82.636634826660
MSFT,Microsoft Corporation,2018-01-17,89.080001831055,90.279998779297,88.750000000000,90.139999389648,25621200,84.310882568359
MSFT,Microsoft Corporation,2018-01-18,89.800003051758,90.669998168945,89.660003662109,90.099998474121,24159700,84.273483276367
MSFT,Microsoft Corporation,2018-01-19,90.139999389648,90.610000610352,89.660003662109,90.000000000000,36875000,84.179962158203
MSFT,Microsoft Corporation,2018-01-22,90.000000000000,91.620002746582,89.739997863770,91.610000610352,23601600,85.685821533203
MSFT,Microsoft Corporation,2018-01-23,91.900001525879,92.300003051758,91.540000915527,91.900001525879,23412800,85.957077026367
MSFT,Microsoft Corporation,2018-01-24,92.550003051758,93.430000305176,91.580001831055,91.819999694824,33277500,85.882247924805
MSFT,Microsoft Corporation,2018-01-25,92.470001220703,93.239997863770,91.930000305176,92.330001831055,26383200,86.359298706055
MSFT,Microsoft Corporation,2018-01-26,93.120002746582,94.059997558594,92.580001831055,94.059997558594,29172200,87.977394104004
MSFT,Microsoft Corporation,2018-01-29,95.139999389648,95.449996948242,93.720001220703,93.919998168945,31569900,87.846450805664
MSFT,Microsoft Corporation,2018-01-30,93.300003051758,93.660003662109,92.099998474121,92.739997863770,38635100,86.742752075195
MSFT,Microsoft Corporation,2018-01-31,93.750000000000,95.400001525879,93.510002136231,95.010002136231,48756300,88.865951538086
MSFT,Microsoft Corporation,2018-02-01,94.790000915527,96.069999694824,93.580001831055,94.260002136231,47227900,88.164451599121
MSFT,Microsoft Corporation,2018-02-02,93.639999389648,93.970001220703,91.500000000000,91.779998779297,47867800,85.844818115234
