name.length,age
19,22.83641342
24,22.58179329
22,22.49965777
26,22.91307324
22,22.91581109
26,23.74264203
19,23.21423682
17,23.28268309
16,23.77002053
26,23.54004107
25,22.01779603
20,23.30732375
28,22.37097878
23,22.13278576
25,22.34633812
21,23.90417522
25,22.70773443
30,22.85831622
15,23.64134155
28,23.08829569
20,23.34839151
21,22.74332649
18,22.66940452
19,22.92676249
18,22.86379192
21,22.56810404
21,23.4880219
17,22.52977413
26,23.04449008
21,23.41136208
9,23.92060233
23,23.50444901
30,22.82546201
23,22.9431896
19,22.31348392
25,23.17590691
15,22.92402464
26,23.14852841
22,23.34565366
25,22.83367556
24,22.88295688
20,22.50239562
34,22.93497604
23,23.18412047
25,22.96235455
23,23.28542094
17,23.25804244
33,23.61943874
29,22.43394935
29,23.32375086
23,22.91581109
25,23.01984942
25,22.18754278
26,22.80355921
27,23.66872005
22,23.14579055
24,23.27446954
28,22.23134839
31,22.75427789
20,22.7761807
20,23.62491444
43,30.40930869
22,22.93223819
28,22.31348392
28,22.16016427
25,23.06913073
24,27.03080082
21,22.30527036
20,21.38809035
22,21.85078713
22,22.12731006
17,21.14168378
24,21.9192334
20,21.73305955
20,22.89117043
23,21.83709788
25,21.42915811
17,20.89801506
19,21.65092402
22,22.05065024
22,21.83436003
22,22.41478439
21,21.27583847
18,22.13004791
21,22.84462697
20,21.9301848
32,21.98494182
22,21.97946612
24,22.38193018
25,21.9247091
24,22.32717317
18,22.08898015
31,21.21560575
20,22.2642026
22,22.89390828
21,22.57631759
23,22.41752225
23,22.15195072
25,21.21560575
17,23.06913073
24,21.81519507
25,21.31143053
25,21.27583847
25,22.53251198
29,22.07802875
29,21.67282683
23,21.66735113
21,21.87542779
32,22.14373717
23,22.26694045
20,22.02327173
23,21.40451745
24,21.49212868
20,21.44558522
27,22.96235455
19,22.24229979
20,22.63381246
21,22.13004791
20,21.45653662
18,21.95482546
25,22.12457221
22,22.26146475
28,21.86721424
26,21.44558522
21,21.08966461
17,21.13073238
22,21.83983573
17,21.67830253
20,22.10814511
26,21.86447639
23,22.05065024
18,21.90554415
26,21.53319644
18,22.13552361
18,21.08966461
22,21.99315537
19,21.25941136
17,21.70294319
22,22.07255305
30,21.48391513
26,22.15195072
21,22.13278576
23,22.47227926
24,21.35249829
34,22.28610541
20,21.53319644
19,21.71115674
19,21.3744011
31,22.32717317
21,21.63723477
22,21.69746749
26,21.41273101
23,21.66735113
30,21.32785763
22,21.95756331
26,21.724846
18,21.71937029
26,21.84531143
18,25.36892539
20,24.44900753
23,22.28336756
28,22.83367556
23,22.96783025
19,21.33607118
21,21.60985626
21,21.5687885
23,25.69746749
24,22.56536619
26,21.84531143
23,20.49555099
23,20.22450376
21,22.31622177
25,21.2128679
20,21.94113621
25,25.7412731
26,22.33812457
16,20.89253936
16,20.39151266
22,20.93086927
21,20.76386037
17,21.00205339
25,20.80492813
16,20.3559206
23,20.24914442
17,20.29842574
31,20.37508556
19,21.11430527
25,21.61533196
27,20.23545517
27,21.07871321
22,21.7412731
20,20.53661875
26,20.84052019
28,20.29842574
20,21.39904175
27,20.8788501
22,20.98288843
18,20.33675565
22,21.44010951
15,20.862423
21,21.42915811
21,23.86036961
26,24.0164271
21,20.05201916
22,21.47296372
23,22.40383299
19,20.81040383
28,20.07392197
20,21.5523614
22,21.18001369
22,21.96303901
15,21.49212868
27,20.84873374
24,20.84873374
22,21.045859
18,20.7063655
20,20.55852156
26,20.00273785
28,20.13689254
21,23.43326489
23,20.99383984
23,20.90896646
19,20.42162902
34,20.50376454
21,20.36687201
25,21.58247775
24,20.33127995
27,20.09034908
20,21.15811088
16,20.28747433
21,20.21629021
27,20.49828884
25,24.55852156
23,23.26078029
15,23.99178645
17,23.95619439
25,21.08966461
34,21.9028063
15,20.64065708
17,20.44353183
16,21.74948665
18,20.44900753
26,20.72005476
23,20.12320329
21,21.14989733
22,24.20260096
22,24.29021218
20,24.01368925
26,23.26625599
21,21.11704312
29,20.97741273
18,20.29568789
20,20.86516085
31,20.8678987
25,21.03216975
30,21.11430527
26,20.93086927
25,24.56125941
23,24.27378508
20,24.29568789
32,24.49281314
25,23.89322382
23,23.8275154
28,23.6605065
16,24.10130048
26,20.19438741
22,21.0513347
23,20.38877481
23,21.10335387
22,20.31759069
25,20.93908282
24,23.32922656
30,20.14784394
30,20.15879535
25,19.89596167
23,21.07871321
21,20.67351129
15,21.0403833
22,20.1889117
19,21.28405202
22,21.91649555
31,20.76386037
24,20.06570842
32,20.86516085
27,19.70978782
29,21.54688569
23,24.94182067
20,21.2347707
21,20.56125941
19,21.44284736
17,20.45995893
31,23.95893224
23,23.58110883
19,25.53593429
24,25.06502396
23,24.47091034
20,21.00479124
20,21.28952772
22,20.47638604
28,23.6386037
18,21.28405202
30,20.21629021
21,23.44147844
21,22.83915127
19,19.77549624
26,18.9431896
16,19.49075975
17,19.76728268
22,19.77823409
21,20.10677618
22,19.72895277
24,19.63312799
23,20.15605749
23,19.86858316
14,19.49897331
29,19.53730322
20,19.8275154
30,20.13415469
20,19.92881588
18,19.6605065
19,18.88843258
25,19.56468172
22,19.99726215
22,19.9835729
19,20.10677618
21,19.52361396
21,19.68514716
21,19.85489391
17,19.12936345
23,20.13689254
25,20.82409309
22,19.75359343
17,20.13141684
23,20.21629021
28,20.49007529
32,19.67419576
28,19.38398357
24,20.36413415
19,19.90965092
27,19.14031485
22,19.62217659
23,20.29021218
19,19.36208077
17,19.38124572
21,20.21081451
24,22.61738535
25,22.61738535
20,23.00616016
23,22.93771389
20,23.04722793
21,22.87474333
19,23.16221766
22,22.29705681
25,22.41204654
20,22.81998631
24,25.07049966
19,23.1156742
20,23.22245038
26,22.65571526
26,22.78986995
24,23.07460643
18,23.02806297
18,22.68583162
25,23.32375086
28,22.52977413
24,23.2991102
26,23.54551677
28,23.45242984
21,22.21765914
25,21.93292266
15,19.3100616
23,20.21629021
20,20.50102669
18,19.81930185
29,19.74811773
23,19.12936345
21,19.11841205
31,19.6550308
23,19.54277892
21,20.85420945
26,19.96167009
25,19.16495551
24,19.50992471
19,19.10198494
25,21.0513347
19,20.06570842
29,19.09650924
26,19.44147844
22,19.81382615
23,20.90349076
16,19.04449008
17,19.36208077
19,19.05544148
26,19.77823409
18,19.02532512
20,19.26078029
20,20.26283368
30,19.70704997
24,20.64065708
28,19.84941821
22,23.6386037
22,22.92950034
22,21.97946612
29,22.56810404
16,22.46132786
30,22.13826146
16,23.09650924
23,23.43874059
18,22.74058864
18,22.88569473
34,22.7652293
18,23.40588638
26,23.8220397
26,22.05886379
23,22.28062971
21,23.1266256
18,22.95687885
28,22.78439425
22,22.80629706
23,22.7816564
19,22.99520876
25,22.57905544
15,22.34907598
23,23.09650924
17,23.23613963
22,23.84120465
24,22.88843258
22,22.37645448
29,22.91033539
24,18.87474333
27,20.77754962
22,19.04996578
20,19.44421629
20,22.41204654
18,19.01984942
27,19.37029432
23,19.58658453
19,24.12594114
20,22.83915127
32,23.68514716
19,22.92128679
23,21.33880903
19,22.78439425
35,23.04449008
18,23.19233402
22,19.66324435
22,19.46064339
21,20.70362765
18,20.24093087
31,20.02464066
21,19.78918549
29,19.63586585
25,21.18001369
24,23.87953457
21,23.1321013
23,19.68514716
21,20.32306639
27,19.52635181
25,19.62491444
19,19.63312799
27,20.02737851
25,19.42231348
17,20.03559206
18,23.40041068
21,20.70910335
25,23.08008214
31,22.68035592
22,23.27994524
24,19.81382615
22,23.26899384
27,19.23066393
15,19.20054757
22,18.58179329
24,20.36960986
25,22.13552361
21,22.67214237
16,18.52156057
25,18.39561944
18,19.51266256
23,18.85010267
26,19.70704997
22,19.00889802
25,18.62286105
18,19.51813826
25,18.16290212
28,18.17932923
27,17.88090349
20,18.49144422
25,18.40109514
20,19.45790554
24,19.52635181
18,18.67214237
21,18.52977413
29,18.56810404
19,19.22792608
26,18.19849418
29,18.20396988
30,18.90759754
33,18.98425736
24,19.1430527
17,19.3045859
32,18.53524983
23,21.66461328
22,22.28884326
26,21.58521561
19,21.24572211
21,21.97125257
25,22.2532512
22,21.30869268
21,22.75701574
27,21.90006845
18,18.62286105
24,18.04791239
18,18.46954141
25,19.38672142
21,18.13004791
21,18.61738535
20,20.01916496
23,18.01232033
28,18.01779603
23,22.24229979
26,24.19986311
29,20.06297057
23,21.42642026
29,21.76317591
26,21.45653662
26,21.62628337
25,22.11909651
22,21.94661191
20,22.07802875
24,21.46201232
27,22.74606434
24,22.11635866
19,21.66735113
21,21.60711841
19,21.27036277
17,21.42642026
25,22.12457221
35,22.61190965
24,21.50308008
22,21.34976044
21,22.0862423
27,18.57357974
24,18.13278576
16,18.72416153
20,19.55099247
33,18.69952088
26,18.84188912
16,19.95071869
20,18.53251198
25,18.64202601
29,18.92402464
29,18.92402464
18,18.27241615
20,18.91581109
18,18.47775496
24,19.03901437
19,19.38398357
25,18.29431896
18,18.27241615
18,18.83641342
29,18.54620123
28,18.42847365
25,21.45927447
18,17.93292266
12,21.63449692
20,18.6091718
27,19.42778919
19,17.87816564
18,18.57905544
25,18.80903491
27,18.52703628
29,22.11909651
30,21.46748802
25,22.72689938
24,22.01779603
26,23.17043121
23,22.43942505
23,21.9137577
23,22.67761807
25,21.32511978
25,21.70841889
23,21.97946612
20,22.41752225
24,21.89185489
28,21.25119781
25,21.67830253
19,21.5742642
26,21.31690623
22,22.10814511
21,21.28405202
24,22.0807666
21,21.53319644
20,21.88364134
19,19.07734428
22,18.58179329
27,18.57631759
28,17.96303901
24,17.99041752
22,18.80355921
17,18.60643395
26,21.52772074
25,17.9028063
28,19.26625599
22,18.22313484
17,18.21218344
28,18.70499658
18,18.49418207
18,19.33470226
31,18.05612594
17,17.9137577
15,21.84531143
23,22.37371663
22,22.91581109
23,22.13552361
21,21.48665298
18,21.36892539
20,22.51060917
25,23.17864476
26,21.77686516
30,22.56536619
26,18.51882272
28,22.12731006
29,22.20670773
22,21.99041752
22,20.18069815
23,22.0698152
15,24.93908282
23,21.45653662
16,22.51882272
28,23.08555784
30,21.64544832
21,21.19370294
27,21.52224504
19,21.52498289
29,22.83915127
18,22.4202601
25,21.31964408
29,22.54072553
32,21.52498289
24,21.64544832
19,22.64750171
19,19.73716632
15,19.98631075
22,19.07734428
33,22.93497604
19,22.94045175
25,21.5797399
18,22.81998631
21,21.29226557
22,22.10540726
20,22.10814511
25,18.0752909
22,18.80082136
18,22.28884326
24,18.04517454
27,18.66119097
24,18.67761807
19,21.83436003
23,20.81040383
20,21.77960301
18,20.94455852
28,23.20602327
18,18.46406571
19,21.71389459
24,21.25667351
27,20.54757016
30,21.98220397
20,21.77686516
19,20.30663929
22,20.05749487
24,21.47296372
23,20.70910335
14,20.32580424
18,20.82135524
24,21.16632444
21,20.56125941
17,20.24640657
21,17.22108145
25,20.29021218
27,20.12320329
25,20.52019165
18,21.23750856
28,20.5119781
26,20.5065024
29,20.62696783
27,20.3449692
30,20.67351129
22,20.25462012
27,20.76933607
20,20.49555099
29,20.48186174
20,20.78850103
23,21.59616701
25,21.05407255
27,21.0513347
19,21.15537303
22,20.73921971
24,21.53593429
26,20.67351129
25,20.98836413
21,20.74743326
23,20.30937714
33,20.6899384
18,21.18275154
28,20.5338809
20,21.33333333
20,20.70910335
26,22.091718
34,21.08145106
32,20.3613963
20,20.39972621
17,20.55852156
22,20.5174538
22,20.58590007
19,20.75017112
21,22.02600958
19,21.42368241
27,20.24093087
31,21.76043806
30,19.87679671
19,21.43189596
33,20.73100616
26,19.86310746
18,20.47091034
21,20.74743326
22,20.82956879
23,20.79123888
24,19.90965092
28,20.39972621
23,21.78781656
24,20.3559206
17,21.71389459
21,20.88980151
16,20.72005476
30,21.49760438
21,20.57768652
25,22.17385352
27,20.15879535
21,20.49281314
17,18.66392882
25,20.02737851
24,20.84873374
30,20.55030801
20,22.92950034
15,21.52224504
19,21.77138946
22,20.99383984
20,21.96577687
18,18.52703628
17,20.7118412
23,21.724846
23,21.15537303
23,20.60506502
24,19.96440794
28,20.7008898
28,20.42710472
23,22.38466804
29,21.71937029
23,21.07049966
25,20.62149213
21,20.79397673
17,20.29295003
23,19.80561259
26,21.43737166
19,20.81040383
20,20.5284052
25,21.38809035
20,20.04928131
25,20.88158795
21,20.5119781
21,20.88980151
20,19.31827515
18,19.30732375
19,19.69883641
16,19.72621492
24,20.04380561
18,19.67693361
20,18.87748118
22,20.67077344
27,19.1430527
26,19.77002053
19,19.04175222
26,19.77549624
22,20.29295003
21,19.78097194
26,19.17864476
21,19.67967146
32,23.26351814
19,21.03764545
23,19.80287474
26,24.26830938
34,19.54004107
28,18.88843258
26,20.75564682
20,19.28268309
29,19.10472279
22,20.60232717
20,19.98083504
20,21.61533196
23,20.12046543
20,19.89048597
26,19.75906913
24,19.86310746
22,19.62217659
22,19.06913073
19,19.99726215
30,20.78576318
