age,name_length,sex,nationality,major
22.42,19,Male,Mexico,NEG
18.91,22,Male,Mexico,CIS
18.43,22,Male,Mexico,ICT
22.15,17,Female,Mexico,NEG
19.03,31,Female,South America,CIS
19.83,23,Male,Mexico,CIS
18.07,22,Female,Mexico,CIS
18.69,17,Female,Mexico,CIS
18.07,17,Female,Mexico,CIS
18.59,19,Female,Mexico,CIS
18.91,16,Female,Mexico,CIS
18.84,27,Female,Mexico,CIS
19.68,21,Male,Mexico,CIS
18.27,19,Male,Mexico,CIS
18.42,16,Male,Mexico,CIS
19.31,21,Female,Mexico,CIS
18.68,22,Male,Mexico,CIS
17.99,26,Female,Mexico,CIS
19.49,14,Male,Mexico,CIS
18.25,21,Female,Mexico,CIS
18.35,28,Female,Mexico,CIS
19.01,21,Male,Mexico,CIS
18.80,19,Female,Mexico,CIS
18.11,23,Male,Mexico,CIS
17.86,20,Female,Mexico,CIS
19.29,17,Male,Mexico,CIS
18.65,21,Male,Mexico,CIS
20.12,18,Male,Mexico,CIS
21.36,31,Male,Mexico,NEG
19.80,24,Male,Mexico,NEG
19.91,17,Male,Mexico,NEG
19.98,30,Male,Mexico,NEG
19.50,25,Male,Mexico,NEG
19.63,21,Female,Mexico,BGB
20.02,25,Male,Mexico,NEG
20.36,18,Male,Mexico,NEG
18.83,24,Female,Mexico,CPF
19.62,27,Female,Mexico,NEG
19.51,18,Female,Mexico,BGB
19.87,32,Male,Mexico,BGB
20.32,19,Female,Mexico,NEG
19.53,21,Female,Mexico,BGB
20.35,24,Male,Mexico,LIT
20.68,20,Female,Mexico,LAE
20.05,16,Male,Mexico,NEG
21.92,20,Male,Mexico,LAF
20.42,23,Male,Mexico,NEG
19.89,30,Male,South America,NEG
20.38,25,Male,Mexico,NEG
19.95,27,Male,Mexico,NEG
19.17,18,Male,Mexico,NEG
20.60,23,Male,Mexico,NEG
19.03,21,Female,Mexico,NEG
23.87,19,Male,Europe,IPU
25.63,21,Male,Europe,IPU
22.87,25,Female,Europe,IPU
25.92,25,Male,Europe,IPU
22.37,16,Female,Europe,IPU
21.38,22,Female,Europe,IPU
23.25,16,Male,Europe,IPU
22.81,11,Female,Europe,IPU
22.54,18,Male,Europe,IPU
21.75,19,Male,Europe,IPU
22.11,20,Female,Europe,IPU
20.28,20,Female,Europe,IPU
23.57,28,Female,Europe,IPU
21.95,22,Male,Europe,IPU
21.75,18,Female,Europe,IPU
20.91,24,Male,Europe,IPU
25.54,13,Male,Europe,IPU
21.18,22,Male,Europe,IPU
20.43,19,Female,Asia,IPU
21.89,17,Male,Europe,IPU
23.97,23,Male,Europe,IPU
20.97,23,Male,Europe,IPU
23.65,13,Male,Europe,IPU
24.08,15,Male,Europe,IPU
29.05,25,Female,Europe,IPU
22.14,10,Male,Africa,IPU
21.53,21,Male,Europe,IPU
21.81,19,Female,Europe,IPU
20.42,16,Female,Europe,IPU
20.22,10,Female,Asia,IPU
20.30,27,Male,South America,IPU
20.47,17,Female,Europe,IPU
27.51,19,Male,Oceania,IPU
23.52,12,Female,Europe,IPU
26.02,15,Male,Europe,IPU
26.53,20,Male,Europe,IPU
26.18,30,Female,Europe,IPU
22.49,20,Female,Europe,IPU
20.89,17,Female,Africa,IPU
21.10,8,Male,Europe,IPU
21.42,18,Female,Asia,IPU
23.98,22,Female,North America,IPU
20.65,12,Male,Asia,IPU
18.21,24,Female,Mexico,SLD
21.71,31,Male,Mexico,MC
19.00,19,Male,Mexico,MC
20.76,16,Female,South America,MC
18.25,20,Female,Mexico,MC
19.99,19,Male,Mexico,MC
18.61,19,Female,Mexico,SLD
17.40,28,Female,Mexico,SLD
18.66,18,Male,Mexico,MC
18.78,26,Female,Mexico,SLD
18.71,19,Female,Mexico,SLD
19.90,22,Female,Mexico,SLD
18.34,24,Female,Mexico,SLD
19.26,23,Female,Mexico,MC
18.39,16,Female,Mexico,MC
17.73,29,Female,Mexico,MC
18.52,24,Female,Mexico,MC
17.93,21,Female,Mexico,SLD
19.37,27,Female,Mexico,SLD
18.79,30,Female,Mexico,SLD
18.34,22,Male,Mexico,MC
18.08,21,Female,Mexico,MC
18.50,32,Female,Mexico,SLD
19.38,22,Female,Mexico,MC
19.28,21,Male,Mexico,MC
19.35,24,Female,Mexico,MC
18.66,20,Female,Mexico,MC
18.29,21,Male,Mexico,MC
18.80,21,Female,Mexico,NEG
20.35,31,Female,Mexico,BGB
20.61,34,Female,Mexico,NEG
19.66,26,Female,Mexico,BGB
19.98,17,Female,Mexico,NEG
19.06,20,Female,Mexico,NEG
19.53,24,Male,Mexico,NEG
18.89,23,Female,Mexico,NEG
19.91,24,Female,Mexico,NEG
18.84,23,Female,Mexico,NEG
19.31,21,Female,Mexico,NEG
19.32,26,Male,Mexico,NEG
20.47,15,Male,Mexico,LEM
21.33,29,Male,South America,LIT
19.65,23,Male,South America,LAE
20.39,19,Male,Mexico,LAF
19.76,23,Female,Mexico,NEG
20.01,20,Female,Mexico,NEG
19.56,21,Female,Mexico,NEG
19.80,25,Female,Europe,IPU
21.30,12,Male,Europe,IPU
19.82,22,Female,Europe,IPU
24.40,15,Female,Europe,IPU
20.89,20,Female,Europe,IPU
29.98,11,Female,Europe,IPU
20.57,11,Female,Europe,IPU
21.97,9,Female,Asia,IPU
20.40,7,Female,Asia,IPU
21.66,16,Female,Europe,IPU
22.94,24,Female,Europe,IPU
25.93,27,Female,Europe,IPU
18.43,27,Male,Mexico,NEG
17.74,26,Female,Mexico,NEG
17.77,27,Female,Mexico,NEG
18.25,23,Female,Mexico,NEG
18.66,27,Female,Mexico,NEG
18.69,27,Female,Mexico,NEG
17.98,20,Male,Mexico,NEG
18.51,17,Male,Mexico,NEG
18.48,23,Female,Mexico,NEG
18.77,20,Female,Mexico,NEG
17.76,27,Female,Mexico,NEG
18.85,25,Female,Mexico,NEG
18.17,20,Male,Mexico,NEG
19.79,17,Male,North America,NEG
19.32,19,Female,Mexico,NEG
18.90,18,Female,Mexico,NEG
17.71,28,Male,Mexico,NEG
18.78,18,Male,Mexico,NEG
18.53,16,Male,Mexico,NEG
18.24,21,Male,Mexico,NEG
23.77,26,Male,Mexico,NEG
19.09,33,Female,Mexico,NEG
17.96,27,Male,Mexico,NEG
18.42,24,Female,Mexico,NEG
18.95,20,Female,Mexico,NEG
18.08,19,Female,North America,NEG
21.30,23,Male,Mexico,NEG
18.63,22,Male,Mexico,NEG
17.78,30,Female,Mexico,NEG
18.05,15,Male,Mexico,NEG
19.41,29,Male,Mexico,NEG
18.75,22,Male,Mexico,NEG
18.29,25,Female,Mexico,NEG
18.52,24,Female,North America,NEG
18.04,22,Male,Mexico,NEG
18.21,17,Male,Mexico,NEG
18.00,27,Female,South America,IIT
19.74,27,Male,Mexico,ITC
17.97,25,Male,Mexico,ICT
21.08,15,Male,Mexico,LAF
20.04,16,Male,Mexico,NEG
20.64,21,Female,Mexico,NEG
20.30,20,Female,Mexico,NEG
19.78,24,Female,Mexico,NEG
20.22,16,Male,Mexico,NEG
19.77,24,Female,Mexico,NEG
20.47,20,Male,Mexico,NEG
20.29,25,Male,Mexico,NEG
20.15,16,Male,Mexico,LAF
20.47,23,Male,Mexico,NEG
20.21,25,Male,Mexico,NEG
19.14,26,Female,Mexico,BGB
20.38,18,Female,Mexico,NEG
19.47,18,Female,Mexico,NEG
22.03,27,Male,Mexico,NEG
20.45,18,Male,Mexico,LAF
20.73,29,Female,Mexico,NEG
21.10,21,Female,Mexico,LAF
20.43,24,Male,Mexico,NEG
19.67,19,Male,Mexico,NEG
19.83,19,Female,South America,LAE
21.45,26,Female,Mexico,LEM
19.80,20,Male,Mexico,NEG
20.67,21,Male,Mexico,NEG
20.28,26,Male,Mexico,NEG
20.36,20,Female,Mexico,NEG
19.01,21,Male,Mexico,ICT
19.52,27,Male,South America,ICT
18.55,28,Female,North America,CIS
18.84,31,Female,Mexico,CIS
19.48,20,Female,Mexico,CIS
18.02,29,Female,Mexico,CIS
17.47,23,Female,Mexico,CIS
18.17,17,Male,Mexico,CIS
19.38,21,Female,Mexico,CIS
18.35,33,Male,Mexico,CIS
19.58,19,Female,Mexico,CIS
19.44,27,Male,Mexico,CIS
18.54,15,Male,Mexico,CIS
18.43,29,Male,Mexico,CIS
17.99,16,Female,Mexico,CIS
18.93,27,Male,Mexico,CIS
19.47,22,Male,Mexico,CIS
19.15,26,Female,Mexico,CIS
19.00,31,Female,Mexico,CIS
20.09,24,Male,Mexico,CIS
18.08,31,Female,Mexico,CIS
19.29,24,Female,Mexico,CIS
18.93,21,Male,Mexico,CIS
18.90,22,Female,Mexico,CIS
22.36,22,Male,Mexico,LEC
18.32,26,Female,Mexico,CIS
17.78,14,Female,Mexico,CIS
18.06,29,Male,Mexico,CIS
18.42,24,Female,Mexico,CIS
18.30,27,Male,South America,CIS
18.86,25,Male,South America,CIS
18.14,25,Male,Mexico,CIS
17.88,26,Female,Mexico,CIS
18.51,23,Female,Mexico,CIS
17.35,28,Female,Mexico,CIS
18.21,35,Female,Mexico,CIS
22.05,26,Male,Mexico,CIS
19.26,23,Male,Mexico,CIS
18.90,21,Male,Mexico,CIS
17.98,24,Male,Mexico,CIS
18.18,23,Male,Mexico,CIS
20.67,32,Female,Mexico,CIS
19.52,18,Male,Mexico,CIS
19.38,21,Male,Mexico,CIS
19.02,25,Female,Mexico,CIS
18.69,19,Female,Mexico,CIS
17.72,26,Male,Mexico,CIS
18.04,19,Female,Mexico,CIS
20.21,18,Male,Mexico,CIS
18.84,33,Male,Mexico,CIS
19.65,25,Male,Mexico,CIS
20.89,22,Male,Mexico,IMD
17.85,29,Male,Mexico,IDM
19.32,20,Female,South America,ICT
23.57,29,Male,Mexico,INA
21.96,27,Male,Mexico,NEG
21.11,23,Male,Mexico,NEG
20.84,23,Male,Mexico,NEG
21.01,26,Female,Mexico,LAF
19.18,19,Male,Mexico,NEG
20.61,16,Male,Mexico,NEG
20.40,22,Male,Mexico,NEG
21.38,26,Male,Mexico,BGB
18.93,21,Male,Mexico,NEG
20.60,28,Male,Mexico,NEG
20.50,31,Male,Mexico,NEG
18.72,18,Male,Mexico,NEG
18.64,26,Male,Mexico,NEG
19.69,26,Male,Mexico,NEG
18.95,26,Female,Mexico,NEG
19.98,21,Male,Mexico,NEG
20.18,22,Male,Mexico,LAF
20.02,19,Female,Mexico,BGB
26.73,22,Male,Mexico,LEM
23.29,25,Male,Mexico,LEM
18.74,17,Male,Mexico,NEG
19.46,20,Male,Mexico,NEG
20.59,20,Male,Mexico,NEG
20.64,18,Male,Mexico,NEG
19.56,23,Male,Mexico,NEG
19.66,22,Male,Europe,CIS
18.12,30,Female,Mexico,CIS
17.45,27,Female,South America,CIS
18.60,18,Male,Mexico,CIS
18.83,20,Male,South America,CIS
17.66,26,Female,Mexico,CIS
19.04,21,Male,South America,CIS
16.99,33,Female,Mexico,CIS
18.25,30,Female,Mexico,CIS
20.14,26,Male,Mexico,CIS
18.09,32,Female,Mexico,CIS
18.84,18,Female,Mexico,CIS
18.00,20,Male,Mexico,CIS
17.99,17,Male,Mexico,CIS
17.88,18,Female,Mexico,CIS
18.32,20,Female,Mexico,CIS
18.07,16,Male,Europe,CIS
18.42,24,Male,Mexico,CIS
18.54,28,Male,Mexico,CIS
18.82,25,Male,Mexico,CIS
19.38,19,Female,Mexico,CIS
19.13,23,Male,Mexico,CIS
19.40,23,Female,Mexico,CIS
19.38,21,Male,Mexico,CIS
18.46,14,Female,Mexico,CIS
19.14,27,Male,Mexico,CIS
19.10,33,Male,Mexico,CIS
19.33,21,Male,Mexico,CIS
20.28,24,Male,Mexico,IIT
19.64,21,Male,Mexico,IBQ
21.05,19,Female,Mexico,NEG
19.12,27,Female,Mexico,NEG
20.94,24,Male,Mexico,BFI
20.49,22,Male,Mexico,BFI
19.84,24,Female,Mexico,BGB
19.65,24,Male,Mexico,BFI
19.58,21,Female,Mexico,BGB
19.56,26,Male,Mexico,NEG
18.80,19,Female,Mexico,BFI
20.02,27,Male,Mexico,NEG
19.49,29,Female,Mexico,BGB
19.56,22,Male,Mexico,NEG
20.82,21,Female,Mexico,BGB
19.48,17,Female,North America,LED
20.24,31,Male,Mexico,NEG
18.57,19,Female,Mexico,IBQ
17.78,23,Male,Mexico,AMC
18.85,29,Female,Mexico,AMC
18.63,21,Female,Mexico,AMC
18.03,26,Female,Mexico,CIS
18.46,20,Female,Mexico,IIT
19.07,26,Male,Mexico,NEG
17.92,20,Female,Mexico,ESC
25.97,26,Male,Mexico,ESC
24.67,24,Male,Mexico,ESC
18.88,22,Male,Mexico,NEG
18.40,31,Male,Mexico,ICI
18.28,23,Female,Mexico,IIT
17.84,28,Female,Mexico,NEG
18.64,19,Female,Mexico,NEG
17.85,27,Female,Mexico,MC
17.02,28,Female,South America,ESC
18.49,17,Male,Mexico,IBQ
18.68,22,Female,Mexico,NEG
18.60,20,Male,Mexico,IIT
19.69,26,Female,Mexico,SLD
18.24,31,Female,Mexico,ESC
18.26,29,Male,Mexico,ICT
18.04,21,Male,Mexico,SLD
18.08,19,Female,Mexico,SLD
18.89,19,Female,Mexico,SLD
18.00,20,Male,Mexico,SLD
18.57,23,Female,Mexico,SLD
19.41,29,Male,Mexico,MC
18.02,22,Female,Mexico,SLD
18.33,22,Female,Mexico,SLD
18.40,20,Male,Mexico,MC
19.24,19,Female,Mexico,SLD
19.72,26,Female,South America,SLD
18.50,20,Female,Mexico,MC
19.16,26,Male,Mexico,SLD
18.22,28,Female,Mexico,SLD
17.99,18,Female,Mexico,MC
17.97,15,Female,Mexico,MC
18.99,27,Female,Mexico,SLD
18.08,24,Female,Mexico,SLD
18.13,22,Female,Mexico,MC
18.23,21,Male,Mexico,MC
18.16,22,Male,Mexico,MC
19.20,22,Female,Mexico,SLD
18.03,16,Female,Mexico,SLD
19.67,24,Female,Mexico,SLD
19.03,18,Female,Mexico,SLD
18.46,19,Female,Mexico,SLD
18.91,23,Female,Mexico,SLD
19.14,19,Female,Mexico,SLD
18.63,18,Male,Mexico,MC
18.92,21,Female,Mexico,SLD
18.12,14,Male,Europe,MC
18.79,18,Female,Mexico,MC
18.88,23,Female,Mexico,SLD
19.01,21,Female,Mexico,SLD
18.05,28,Female,Mexico,SLD
20.66,30,Female,Mexico,SLD
19.49,25,Female,South America,SLD
18.27,26,Male,South America,MC
18.61,18,Female,Mexico,MC
18.48,27,Female,South America,MC
18.98,29,Female,South America,MC
18.81,25,Female,South America,SLD
17.74,21,Female,Mexico,SLD
18.08,16,Female,Mexico,SLD
18.87,29,Female,Mexico,SLD
18.20,17,Female,Mexico,MC
18.03,23,Female,Mexico,MC
18.57,23,Male,Mexico,MC
19.74,34,Male,Mexico,MC
19.16,32,Female,Mexico,SLD
17.44,29,Female,Mexico,SLD
19.33,34,Female,Mexico,SLD
19.42,28,Female,Mexico,SLD
18.42,20,Female,Mexico,SLD
19.57,28,Male,Mexico,MC
19.35,30,Female,Mexico,SLD
19.24,29,Female,Mexico,SLD
18.68,22,Female,Mexico,MC
18.76,21,Female,Mexico,SLD
18.08,23,Female,Mexico,SLD
18.66,16,Female,Mexico,SLD
18.38,18,Female,Mexico,SLD
18.11,22,Female,Mexico,MC
18.92,22,Female,Mexico,MC
19.04,20,Female,Mexico,MC
19.06,22,Female,Mexico,SLD
18.66,21,Female,Mexico,SLD
19.49,21,Male,Mexico,MC
19.15,23,Male,Mexico,BFI
21.65,23,Female,Mexico,NEG
19.03,21,Male,Mexico,BGB
19.13,20,Female,Mexico,BGB
20.12,18,Male,Mexico,BFI
20.84,24,Female,Mexico,BGB
19.56,19,Female,Mexico,NEG
19.92,29,Female,Mexico,NEG
18.79,27,Male,Mexico,NEG
20.04,15,Male,Mexico,NEG
18.99,29,Male,Mexico,IMD
19.17,23,Female,Mexico,IIT
18.98,33,Male,Mexico,IIT
21.37,21,Female,Europe,IPU
20.06,18,Male,Mexico,IIT
20.06,19,Male,Mexico,CIS
19.09,22,Female,Mexico,IMD
19.42,23,Male,Mexico,LDI
19.55,28,Female,Mexico,IMD
19.76,26,Male,Mexico,IMD
18.62,21,Female,Mexico,IMD
21.64,25,Female,Mexico,CIS
19.45,24,Female,Mexico,IBQ
23.81,30,Female,Mexico,SLD
21.68,23,Male,Mexico,LRI
19.44,15,Female,North America,LEI
19.87,16,Male,Mexico,IBQ
18.79,18,Female,Mexico,CIS
19.50,29,Female,Mexico,IMD
19.65,29,Female,Mexico,IMD
19.30,32,Female,Mexico,LDI
19.04,22,Female,Mexico,IMD
17.84,21,Female,Mexico,BGB
18.95,20,Female,Mexico,IMD
19.00,21,Female,Mexico,IBQ
18.82,25,Female,Mexico,IBQ
18.88,26,Male,South America,IIT
18.56,22,Male,Mexico,IIT
19.20,22,Male,Mexico,IIT
17.72,33,Male,Mexico,IIT
18.18,31,Male,Mexico,IIT
18.01,22,Male,Mexico,IIT
17.91,28,Female,South America,IIT
18.18,21,Male,Mexico,IIT
17.97,21,Male,Mexico,IIT
19.37,25,Male,Mexico,IIT
19.28,11,Male,Mexico,IIT
18.15,19,Male,Mexico,IIT
17.94,29,Female,Mexico,IIT
18.05,22,Female,Mexico,IIT
18.52,24,Female,Mexico,IIT
18.86,28,Male,Mexico,IIT
18.69,27,Female,Mexico,IIT
18.42,29,Male,Mexico,IIT
18.64,18,Male,Mexico,IIT
17.79,29,Female,Mexico,IIT
18.47,24,Male,Mexico,IIT
18.27,17,Male,Mexico,IIT
18.80,21,Male,Mexico,IIT
19.71,20,Male,Mexico,IIT
19.36,15,Male,Mexico,IIT
18.63,20,Male,Mexico,IIT
18.56,17,Male,Mexico,IIT
18.12,20,Female,Mexico,IIT
19.02,25,Male,Mexico,IIT
18.47,17,Male,Mexico,IIT
19.38,23,Male,Mexico,IIT
18.55,28,Female,Mexico,IIT
18.46,18,Male,Mexico,IIT
20.51,31,Female,Mexico,ICT
18.20,22,Male,Mexico,IIT
18.76,25,Male,South America,IIT
18.61,19,Male,South America,IIT
18.06,20,Male,Mexico,IIT
19.01,15,Male,Mexico,IIT
23.19,22,Male,Mexico,IIT
18.53,17,Male,Mexico,IIT
18.69,25,Male,Mexico,IIT
18.09,20,Male,Mexico,IIT
19.44,25,Male,Mexico,IIT
18.56,30,Female,Mexico,IIT
18.09,27,Male,Mexico,IIT
19.24,28,Male,Mexico,IIT
18.35,20,Female,Mexico,IIT
18.80,23,Female,Mexico,IIT
18.14,21,Male,Mexico,IIT
18.78,26,Male,Mexico,IIT
17.02,20,Male,Mexico,IIT
18.57,34,Male,Mexico,IIT
18.36,26,Male,Mexico,IIT
18.09,22,Male,Mexico,IIT
18.58,19,Male,Mexico,IIT
18.77,20,Female,Mexico,IIT
19.55,21,Male,Mexico,IIT
19.30,20,Male,Mexico,IIT
19.03,16,Female,Mexico,IIT
19.31,23,Male,Mexico,IIT
19.20,26,Male,Mexico,IIT
19.06,21,Female,Mexico,IIT
19.33,21,Male,Mexico,IIT
18.80,31,Female,Mexico,IIT
19.44,20,Male,Mexico,IIT
23.10,23,Male,Europe,IPU
18.27,22,Male,Mexico,IIT
18.68,21,Male,Mexico,IIT
18.05,25,Male,Mexico,IIT
18.52,23,Male,Mexico,IIT
18.92,26,Male,South America,IIT
18.33,23,Male,Mexico,IIT
17.58,21,Female,Mexico,IIT
18.34,30,Male,Mexico,IIT
18.76,22,Male,Mexico,IIT
18.59,24,Male,Mexico,IIT
17.48,25,Male,Mexico,IIT
17.81,19,Female,Mexico,IIT
16.71,25,Male,Mexico,IIT
17.73,27,Male,Mexico,IIT
17.35,29,Male,South America,IIT
18.04,28,Female,Mexico,IIT
19.26,24,Male,Mexico,IIT
18.78,20,Male,Mexico,IIT
18.51,31,Female,Mexico,IIT
18.62,16,Female,Mexico,IIT
18.26,23,Female,Mexico,IIT
20.73,25,Male,Mexico,IIT
18.06,24,Male,Mexico,ICI
19.08,23,Male,Mexico,IIT
18.22,21,Male,Mexico,IIT
19.43,18,Male,Mexico,IIT
19.62,25,Male,Mexico,IIT
21.45,20,Female,Europe,IPU
18.14,27,Female,Mexico,IIT
18.00,23,Male,Mexico,IIT
20.38,23,Male,Mexico,NEG
19.47,18,Female,Mexico,BGB
20.55,20,Male,Mexico,NEG
19.03,19,Female,Mexico,BGB
18.92,25,Female,Mexico,NEG
19.78,29,Female,Mexico,NEG
19.08,15,Female,Mexico,BGB
19.92,27,Female,Mexico,NEG
18.71,28,Female,Mexico,BFI
19.84,17,Female,Mexico,BGB
20.61,20,Female,Mexico,BGB
18.82,27,Male,North America,IIT
18.80,20,Female,Mexico,IIT
19.60,23,Male,South America,IIT
18.57,29,Female,South America,IIT
18.09,22,Male,Mexico,IIT
18.84,30,Female,Mexico,IIT
18.29,26,Male,South America,IIT
16.96,26,Female,Mexico,IIT
18.37,22,Male,Mexico,IIT
18.70,27,Male,Mexico,IIT
18.91,31,Male,Mexico,IIT
18.61,29,Male,Mexico,IIT
18.31,19,Male,Mexico,IIT
18.07,16,Male,Mexico,IIT
18.47,25,Female,South America,IIT
17.04,19,Male,Mexico,IIT
19.13,28,Female,Mexico,IIT
16.86,30,Male,Mexico,IIT
16.99,27,Female,Mexico,IIT
17.59,20,Male,Mexico,IIT
17.69,28,Male,Mexico,IIT
19.98,23,Male,South America,IIT
17.88,38,Male,Mexico,IIT
18.17,26,Male,Mexico,IIT
18.88,32,Female,Mexico,IIT
18.58,16,Female,Mexico,IIT
18.71,25,Male,Mexico,IIT
18.17,23,Male,Mexico,ICI
18.14,21,Male,Mexico,IIT
18.07,17,Male,Mexico,IIT
19.42,30,Female,Mexico,IIT
19.49,22,Male,Mexico,IMD
19.73,30,Female,Mexico,IMD
18.08,27,Male,Mexico,IMD
18.29,28,Female,Mexico,IMD
19.49,17,Male,Mexico,IMD
19.18,19,Male,Mexico,IMD
19.19,27,Male,Mexico,IMD
19.35,16,Male,Mexico,IMD
19.52,25,Male,Mexico,IMD
19.71,31,Female,Mexico,CIS
18.79,18,Female,Mexico,IMD
19.82,18,Female,Mexico,IMD
20.29,23,Male,Mexico,LED
18.51,26,Male,Mexico,LPE
19.12,20,Female,Mexico,CIS
19.04,30,Female,Mexico,SLD
19.62,28,Female,South America,IBQ
18.08,17,Male,Mexico,IIT
19.32,25,Female,Mexico,SLD
19.25,26,Female,Mexico,SLD
18.40,19,Female,South America,MC
18.99,18,Female,Mexico,MC
18.32,20,Female,Mexico,MC
17.94,23,Female,South America,MC
18.07,26,Female,South America,SLD
18.13,14,Female,Mexico,SLD
18.44,24,Male,Mexico,MC
18.34,26,Female,Mexico,MC
18.56,24,Female,South America,SLD
18.52,33,Female,Mexico,SLD
20.95,24,Female,Mexico,SLD
18.81,30,Female,Mexico,MC
18.44,23,Female,Mexico,SLD
17.89,28,Female,Mexico,MC
18.29,26,Female,Mexico,MC
18.66,18,Male,Mexico,MC
19.01,18,Female,Mexico,SLD
19.25,25,Female,Mexico,SLD
18.21,29,Male,Mexico,MC
18.61,21,Female,Mexico,MC
19.49,29,Female,Mexico,SLD
19.41,18,Female,Mexico,SLD
18.29,31,Male,Mexico,MC
19.40,20,Female,Mexico,SLD
18.67,23,Female,Mexico,SLD
18.31,25,Female,Mexico,SLD
19.06,31,Female,Mexico,SLD
18.18,24,Female,Mexico,MC
19.56,31,Female,Mexico,ICT
18.90,17,Female,South America,IIT
19.87,24,Female,South America,IIT
18.00,18,Male,Mexico,IIT
17.52,27,Male,Mexico,IIT
17.62,32,Male,Mexico,IIT
17.68,24,Female,Mexico,IIT
18.20,18,Male,Mexico,IIT
17.64,22,Male,Mexico,IIT
17.06,25,Male,Mexico,IIT
17.95,27,Male,South America,IIT
18.04,27,Female,Mexico,IIT
19.52,27,Male,Mexico,IIT
19.69,23,Male,Mexico,IIT
18.21,10,Male,Asia,IIT
18.86,33,Female,South America,IIT
18.94,17,Female,Mexico,IIT
19.26,20,Female,Mexico,IIT
19.68,18,Male,Mexico,IIT
18.37,32,Female,Mexico,IIT
18.49,18,Male,Mexico,IIT
18.17,24,Male,Mexico,IIT
17.96,27,Female,Mexico,IIT
18.57,17,Male,Mexico,IIT
19.21,23,Female,Mexico,IIT
18.70,23,Male,Mexico,IIT
18.28,22,Female,Mexico,IIT
18.26,28,Male,Mexico,IIT
19.45,25,Male,Mexico,IIT
18.84,26,Male,Mexico,IIT
19.24,23,Male,Mexico,IIT
19.03,24,Male,Mexico,IIT
20.67,19,Male,Mexico,IIT
18.33,22,Male,Mexico,IIT
17.92,18,Female,Mexico,IIT
18.25,25,Female,Mexico,IIT
19.55,33,Male,South America,IIT
18.72,24,Male,Mexico,IIT
18.81,30,Male,South America,IIT
18.29,25,Male,Mexico,IIT
18.17,30,Female,Mexico,IIT
18.22,10,Male,Mexico,IIT
19.50,22,Male,Mexico,IIT
18.95,6,Male,Asia,IIT
18.40,20,Female,Mexico,IIT
18.53,29,Female,Mexico,IIT
18.66,22,Female,Mexico,IIT
18.43,33,Female,Mexico,IIT
18.34,19,Male,North America,IIT
18.26,26,Female,Mexico,IIT
18.43,24,Female,Mexico,IIT
18.52,23,Male,Mexico,IIT
18.15,21,Male,Mexico,IIT
20.17,29,Male,Mexico,IIT
19.69,29,Male,Mexico,IIT
19.68,28,Male,Mexico,IIT
18.95,24,Male,Mexico,IIT
19.20,21,Female,Mexico,IIT
18.65,24,Male,Mexico,IIT
20.37,19,Male,Mexico,IIT
19.69,25,Female,South America,IIT
18.63,28,Male,South America,IIT
18.43,18,Female,Mexico,IIT
16.95,22,Male,Mexico,IIT
18.75,24,Male,Mexico,IIT
17.85,23,Male,Mexico,IIT
17.97,26,Female,Mexico,IIT
17.12,23,Male,Mexico,IIT
16.82,24,Male,Mexico,IIT
17.89,25,Male,Mexico,IIT
17.52,19,Male,Mexico,IIT
17.63,22,Female,Mexico,IIT
18.87,28,Male,Mexico,IIT
18.59,26,Female,Mexico,IIT
18.71,26,Male,Mexico,IIT
16.93,26,Male,Mexico,IIT
18.21,26,Male,Mexico,IIT
17.95,20,Male,Mexico,IIT
18.16,28,Male,Mexico,IIT
18.92,26,Female,South America,IIT
18.80,31,Male,Mexico,IIT
18.31,25,Male,Mexico,IIT
17.79,26,Female,Mexico,IIT
18.14,22,Male,Mexico,IIT
18.57,21,Male,Mexico,IIT
17.89,19,Female,Mexico,IIT
18.04,21,Male,Mexico,IIT
18.14,25,Male,Mexico,IIT
18.95,21,Male,Mexico,IIT
18.16,20,Male,Mexico,IIT
17.83,20,Male,Mexico,IIT
17.73,23,Female,Mexico,IIT
17.32,26,Male,Mexico,IIT
18.59,23,Male,Mexico,IIT
17.16,25,Male,Mexico,IIT
17.58,32,Male,North America,IIT
19.13,30,Female,South America,IIT
19.46,30,Male,Mexico,IIT
18.39,28,Female,Mexico,IIT
17.61,14,Female,Mexico,IIT
18.14,22,Male,Mexico,IIT
18.50,18,Male,Mexico,IIT
18.03,16,Male,Mexico,IIT
18.55,27,Male,Mexico,IIT
18.78,21,Male,Mexico,IIT
18.98,14,Female,Mexico,IIT
18.17,21,Female,Mexico,IIT
18.24,21,Male,Mexico,IIT
18.67,23,Male,Mexico,IIT
18.66,28,Male,Mexico,IIT
18.67,29,Male,Mexico,IIT
18.59,18,Female,Mexico,IIT
19.38,20,Male,Mexico,IIT
17.87,20,Male,Mexico,IIT
18.20,20,Male,Mexico,IIT
18.62,24,Male,Mexico,IIT
18.70,27,Male,Mexico,IIT
17.38,27,Male,Mexico,IIT
19.26,21,Male,Mexico,BFI
18.86,28,Male,Mexico,BFI
20.87,17,Female,Mexico,BFI
21.77,24,Male,Mexico,LAF
20.27,16,Male,Mexico,NEG
21.52,26,Female,Mexico,NEG
18.24,28,Male,Mexico,IIT
19.41,20,Male,Mexico,IIT
18.98,19,Male,Mexico,IIT
18.49,18,Male,North America,IIT
17.91,18,Female,Mexico,IIT
